,Title,Price,Link,Rating,Image
310,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra,Rugged Armor Protection Case With Slide Camera Cover & Ring Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultrarugged-armor-protection-case-with-slide-camera-cover-ring-stand-318121397.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/3121813/1.jpg?7421
311,"Samsung Galaxy S24 Ultra Silicone Back Case And Full Glue Screen Protector Tempered Glass₦ 9,800","₦ 9,800",https://www.jumia.com.ng/samsung-galaxy-s24-ultra-silicone-back-case-and-full-glue-screen-protector-tempered-glass-318724180.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/1427813/1.jpg?0053
312,"Shipped from abroadSamsung Wallet Case For Samsung Galaxy S24 Ultra, Emboss Sunflower PU Leather Flip Card Slots Stand Cover₦ 9,770₦ 13,95730%","₦ 9,770",https://www.jumia.com.ng/samsung-wallet-case-for-samsung-galaxy-s24-ultra-emboss-sunflower-pu-leather-flip-card-slots-stand-cover-319391379.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/3193913/1.jpg?6622
313,"Shipped from abroadSamsung Wallet Case For Samsung Galaxy S24 Ultra, Embossed Diamond Lattice PU Leather Soft TPU Inner Shell₦ 10,940₦ 15,62830%","₦ 10,940",https://www.jumia.com.ng/samsung-wallet-case-for-samsung-galaxy-s24-ultra-embossed-diamond-lattice-pu-leather-soft-tpu-inner-shell-319392005.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/0293913/1.jpg?6430
314,"Samsung 65W PD Power Adapter Superfast Charging Trio USB A Port For Note 20 Ultra, S22, S23, S24 Ultra, Z Folds, Z Flip, Redmi, Huawei₦ 9,300₦ 10,0007%","₦ 9,300",https://www.jumia.com.ng/samsung-65w-pd-power-adapter-superfast-charging-trio-usb-a-port-for-note-20-ultra-s22-s23-s24-ultra-z-folds-z-flip-redmi-huawei-313558414.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/4855313/1.jpg?6219
315,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra, Slim Retro PU Leather Flip Stand Wallet Card Slots Case₦ 10,500₦ 15,00030%","₦ 10,500",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultra-slim-retro-pu-leather-flip-stand-wallet-card-slots-case-274951069.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/0159472/1.jpg?3957
316,"Shipped from abroadSamsung Wallet Case For Samsung Galaxy S24 Ultra, Leather Cover Kickstand Magnetic Shockproof TPU Bumper₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-wallet-case-for-samsung-galaxy-s24-ultra-leather-cover-kickstand-magnetic-shockproof-tpu-bumper-315900807.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/8009513/1.jpg?1331
317,"Samsung Galaxy S24 Plus 5G Classic Smart Window Leather Flip Cover₦ 4,000₦ 7,00043%","₦ 4,000",https://www.jumia.com.ng/samsung-galaxy-s24-plus-5g-classic-smart-window-leather-flip-cover-288805652.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/6508882/1.jpg?6183
318,"Shipped from abroadSamsung For Samsung Galaxy S24 Ultra Case, Rugged Dual Layer Stand Case With Sliding Camera Cover₦ 8,260₦ 11,80030%","₦ 8,260",https://www.jumia.com.ng/samsung-for-samsung-galaxy-s24-ultra-case-rugged-dual-layer-stand-case-with-sliding-camera-cover-313769542.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/5967313/1.jpg?3836
319,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Slim Flexible Silicone Shockproof Protective Cover Case₦ 6,990₦ 9,98630%","₦ 6,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-slim-flexible-silicone-shockproof-protective-cover-case-305169294.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/2961503/1.jpg?0627
320,"Samsung Galaxy S24 5G - 6.2"" (256GB/8GB) Dual SIM, 4000mAh - Black₦ 1,550,000₦ 1,680,0008%","₦ 1,550,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.2-256gb8gb-dual-sim-4000mah-black-291644904.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/9446192/1.jpg?1873
321,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Slim Flexible Silicone Shockproof Protective Cover Case₦ 6,990₦ 9,98630%","₦ 6,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-slim-flexible-silicone-shockproof-protective-cover-case-305178739.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/7871503/1.jpg?1661
322,"Samsung Galaxy S24 Plus Silicone Back Case- Black₦ 7,000","₦ 7,000",https://www.jumia.com.ng/samsung-galaxy-s24-plus-silicone-back-case-black-288803877.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/8308882/1.jpg?7146
323,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Slim Retro PU Leather Flip Stand Wallet Card Slots Case₦ 10,500₦ 15,00030%","₦ 10,500",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-slim-retro-pu-leather-flip-stand-wallet-card-slots-case-274951086.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/0159472/1.jpg?3957
324,"Samsung Galaxy S24 Plus Silicone Back Case & Full Glue Screen Protector Tempered Glass - Black₦ 16,000","₦ 16,000",https://www.jumia.com.ng/samsung-galaxy-s24-plus-silicone-back-case-full-glue-screen-protector-tempered-glass-black-300635144.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/1536003/1.jpg?9297
325,"Samsung Galaxy S24 5G Anti-drop Smart Window Leather Flip Cover₦ 4,000₦ 7,00043%","₦ 4,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-anti-drop-smart-window-leather-flip-cover-288805647.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/6508882/1.jpg?5715
326,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291991816.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/61/8199192/1.jpg?2903
327,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Slim Retro PU Leather Flip Stand Wallet Card Slots Case₦ 10,500₦ 15,00030%","₦ 10,500",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-slim-retro-pu-leather-flip-stand-wallet-card-slots-case-274951113.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/1159472/1.jpg?3954
328,"Samsung Galaxy S24 Shock Proof Protection Smart Leather Flip Cover₦ 4,000₦ 7,00043%","₦ 4,000",https://www.jumia.com.ng/samsung-galaxy-s24-shock-proof-protection-smart-leather-flip-cover-288805640.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/6508882/1.jpg?5715
329,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291991810.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/8199192/1.jpg?2904
330,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Slim Retro PU Leather Flip Stand Wallet Card Slots Case₦ 10,500₦ 15,00030%","₦ 10,500",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-slim-retro-pu-leather-flip-stand-wallet-card-slots-case-274951100.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/1159472/1.jpg?3955
331,"Samsung Galaxy S24 5G - 6.2"" (256GB/8GB) Dual SIM, 4000mAh - Yellow₦ 1,550,000₦ 1,680,0008%","₦ 1,550,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.2-256gb8gb-dual-sim-4000mah-yellow-291645022.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/0546192/1.jpg?5328
332,"Samsung Galaxy S24+ 5G - 6.7"" (256GB/12GB) DualSIM, 4900mAh - Yellow₦ 1,750,000₦ 1,900,0008%","₦ 1,750,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.7-256gb12gb-dualsim-4900mah-yellow-291656832.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/23/8656192/1.jpg?3543
333,"Samsung Galaxy S24+ 5G - 6.7"" (256GB/12GB) Dual SIM, 4900mAh - Grey₦ 1,750,000₦ 1,900,0008%","₦ 1,750,000",https://www.jumia.com.ng/samsung-galaxy-s24-5g-6.7-256gb12gb-dual-sim-4900mah-grey-291655967.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/9556192/1.jpg?4023
334,"Shipped from abroadSamsung Wallet Case For Samsung Galaxy S24+ Plus, Leather Cover Kickstand Magnetic Shockproof TPU Bumper₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-wallet-case-for-samsung-galaxy-s24-plus-leather-cover-kickstand-magnetic-shockproof-tpu-bumper-315900833.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/8009513/1.jpg?1331
335,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus,Rugged Armor Protection Case With Slide Camera Cover & Ring Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plusrugged-armor-protection-case-with-slide-camera-cover-ring-stand-318121371.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/3121813/1.jpg?7424
336,"Shipped from abroadSamsung Wallet Case For Samsung Galaxy S24 Ultra, Skin Feel Magnetic S-type Solid Color Flip Leather Case₦ 10,080₦ 14,40030%","₦ 10,080",https://www.jumia.com.ng/samsung-wallet-case-for-samsung-galaxy-s24-ultra-skin-feel-magnetic-s-type-solid-color-flip-leather-case-319391745.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/7193913/1.jpg?6501
337,"Samsung Galaxy S24 Ultra 5G Strong Solid Edges Transparent Back Case₦ 2,550₦ 8,00068%","₦ 2,550",https://www.jumia.com.ng/samsung-galaxy-s24-ultra-5g-strong-solid-edges-transparent-back-case-350430409.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/4034053/1.jpg?2054
338,"Samsung Galaxy S24 Plus 5G Solid Shock Proof Transparent Back Case₦ 2,500₦ 8,00069%","₦ 2,500",https://www.jumia.com.ng/samsung-galaxy-s24-plus-5g-solid-shock-proof-transparent-back-case-351138483.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/4831153/1.jpg?7125
339,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291991809.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/8199192/1.jpg?2905
340,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291992323.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/32/3299192/1.jpg?2902
341,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291991822.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/8199192/1.jpg?2901
342,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291992325.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/3299192/1.jpg?2901
343,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291991808.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/8199192/1.jpg?2905
344,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291991817.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/8199192/1.jpg?2904
345,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291991818.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/8199192/1.jpg?2902
346,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291991821.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/8199192/1.jpg?2902
347,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291991820.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/8199192/1.jpg?2903
348,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Heavy Duty Hard PC Back Soft TPU Rugged 2 In 1 Protection Case₦ 9,990₦ 14,27130%","₦ 9,990",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-heavy-duty-hard-pc-back-soft-tpu-rugged-2-in-1-protection-case-291991812.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/8199192/1.jpg?2904
349,"Samsung Galaxy S24 Silicone Back Case - Black₦ 7,000","₦ 7,000",https://www.jumia.com.ng/samsung-galaxy-s24-silicone-back-case-black-288803841.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/8308882/1.jpg?6030
350,"Samsung Galaxy S24 Silicone Back Case- Black₦ 7,000","₦ 7,000",https://www.jumia.com.ng/samsung-galaxy-s24-silicone-back-case-black-288803873.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/8308882/1.jpg?7146
351,"Samsung Galaxy S24 Ultra Silicone Back Case - Black₦ 7,000","₦ 7,000",https://www.jumia.com.ng/samsung-galaxy-s24-ultra-silicone-back-case-black-288803747.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/7308882/1.jpg?9911
352,"Samsung Galaxy S24 Silicone Back Case - Black₦ 7,500","₦ 7,500",https://www.jumia.com.ng/samsung-galaxy-s24-silicone-back-case-black-288803845.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/8308882/1.jpg?6030
353,"Samsung Galaxy S24 Silicone Back Case- Black₦ 7,000","₦ 7,000",https://www.jumia.com.ng/samsung-galaxy-s24-silicone-back-case-black-288803874.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/8308882/1.jpg?7146
354,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra, Slim Retro PU Leather Flip Stand Wallet Card Slots Case₦ 10,500₦ 15,00030%","₦ 10,500",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultra-slim-retro-pu-leather-flip-stand-wallet-card-slots-case-274951074.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/0159472/1.jpg?3957
355,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Slim Retro PU Leather Flip Stand Wallet Card Slots Case₦ 10,500₦ 15,00030%","₦ 10,500",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-slim-retro-pu-leather-flip-stand-wallet-card-slots-case-274951090.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/0159472/1.jpg?3954
356,"Samsung Galaxy S24 Ultra  6.8'' (256GB/12GB) Single Sim -Black₦ 1,600,000","₦ 1,600,000",https://www.jumia.com.ng/samsung-galaxy-s24-ultra-6.8-256gb12gb-single-sim-black-350759831.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/8957053/1.jpg?8118
357,"Samsung Galaxy S24 Plus Silicone Back Case & Full Glue Screen Protector Tempered Glass - Black₦ 18,000","₦ 18,000",https://www.jumia.com.ng/samsung-galaxy-s24-plus-silicone-back-case-full-glue-screen-protector-tempered-glass-black-300635227.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/2536003/1.jpg?9293
358,"Samsung Galaxy S24 Plus Silicone Back Case & Full Glue Screen Protector Tempered Glass- Black₦ 16,000","₦ 16,000",https://www.jumia.com.ng/samsung-galaxy-s24-plus-silicone-back-case-full-glue-screen-protector-tempered-glass-black-300636644.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/6636003/1.jpg?8759
359,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Slim Hard PC TPU Bumper Phone Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-slim-hard-pc-tpu-bumper-phone-cover-with-slide-camera-cover-stand-334910131.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/1019433/1.jpg?1084
360,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra, Slim Hard PC TPU Bumper Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultra-slim-hard-pc-tpu-bumper-cover-with-slide-camera-cover-stand-334910163.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/1019433/1.jpg?1083
361,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Slim Hard PC TPU Bumper Phone Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-slim-hard-pc-tpu-bumper-phone-cover-with-slide-camera-cover-stand-334910097.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/0019433/1.jpg?1085
362,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Slim Hard PC TPU Bumper Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-slim-hard-pc-tpu-bumper-cover-with-slide-camera-cover-stand-334910157.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/1019433/1.jpg?1084
363,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Slim Hard PC TPU Bumper Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-slim-hard-pc-tpu-bumper-cover-with-slide-camera-cover-stand-334910154.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/1019433/1.jpg?1084
364,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Slim Hard PC TPU Bumper Phone Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-slim-hard-pc-tpu-bumper-phone-cover-with-slide-camera-cover-stand-334910146.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/1019433/1.jpg?1084
365,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Slim Hard PC TPU Bumper Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-slim-hard-pc-tpu-bumper-cover-with-slide-camera-cover-stand-334910152.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/1019433/1.jpg?1084
366,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra, Slim Hard PC TPU Bumper Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultra-slim-hard-pc-tpu-bumper-cover-with-slide-camera-cover-stand-334910164.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/1019433/1.jpg?1083
367,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Slim Hard PC TPU Bumper Phone Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-slim-hard-pc-tpu-bumper-phone-cover-with-slide-camera-cover-stand-334910148.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/84/1019433/1.jpg?1084
368,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Slim Hard PC TPU Bumper Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-slim-hard-pc-tpu-bumper-cover-with-slide-camera-cover-stand-334910151.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/1019433/1.jpg?1084
369,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra, Slim Hard PC TPU Bumper Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultra-slim-hard-pc-tpu-bumper-cover-with-slide-camera-cover-stand-334910160.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/1019433/1.jpg?1083
370,"Shipped from abroadSamsung Case For Samsung Galaxy S24, Slim Hard PC TPU Bumper Phone Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-slim-hard-pc-tpu-bumper-phone-cover-with-slide-camera-cover-stand-334910137.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/1019433/1.jpg?1084
371,"Shipped from abroadSamsung Case For Samsung Galaxy S24+ Plus, Slim Hard PC TPU Bumper Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-plus-slim-hard-pc-tpu-bumper-cover-with-slide-camera-cover-stand-334910149.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/1019433/1.jpg?1084
372,"Shipped from abroadSamsung Case For Samsung Galaxy S24 Ultra, Slim Hard PC TPU Bumper Cover With Slide Camera Cover & Stand₦ 9,980₦ 14,25730%","₦ 9,980",https://www.jumia.com.ng/samsung-case-for-samsung-galaxy-s24-ultra-slim-hard-pc-tpu-bumper-cover-with-slide-camera-cover-stand-334910162.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/1019433/1.jpg?1083
373,"Samsung Galaxy S24 Plus Silicone Back Case + Free Glass₦ 8,500","₦ 8,500",https://www.jumia.com.ng/samsung-galaxy-s24-plus-silicone-back-case-free-glass-318729288.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/2927813/1.jpg?9490
374,"Samsung Galaxy S24 Plus Silicone Back Case - Black₦ 6,999₦ 10,00030%","₦ 6,999",https://www.jumia.com.ng/samsung-galaxy-s24-plus-silicone-back-case-black-318726906.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/9627813/1.jpg?9662
375,"Samsung Galaxy S24 Plus 6.7"" 12GB 256GB ROM  5G Dual SIM - Black₦ 1,300,000","₦ 1,300,000",https://www.jumia.com.ng/samsung-galaxy-s24-plus-6.7-12gb-256gb-rom-5g-dual-sim-black-352093125.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/52/1390253/1.jpg?1241
376,"Samsung Galaxy S24  6.2"" 8GB RAM 256GB ROM  5G Dual SIM - Black₦ 1,200,000","₦ 1,200,000",https://www.jumia.com.ng/samsung-galaxy-s24-6.2-8gb-ram-256gb-rom-5g-dual-sim-black-352091763.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/7190253/1.jpg?1288
377,"Samsung Galaxy S24  6.2"" 8GB RAM 256GB ROM  5G Dual SIM - Gray₦ 1,200,000","₦ 1,200,000",https://www.jumia.com.ng/samsung-galaxy-s24-6.2-8gb-ram-256gb-rom-5g-dual-sim-gray-352092107.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/70/1290253/1.jpg?1286
378,"Samsung Galaxy S24 Ultra Silicone Back Case₦ 7,980₦ 10,00020%","₦ 7,980",https://www.jumia.com.ng/samsung-galaxy-s24-ultra-silicone-back-case-318723006.html,N/A,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/0327813/1.jpg?0179
